year,id_,hrs2,wrkslf,spwrkslf,hapmar,divlaw,xmarsex,wkvsfam,stress,relatsex,ballot,lifenow,RBIOPRNT
2022,763,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Never,Never,.i:  Inapplicable,Ballot b,.d:  Do not Know/Cannot Choose,.i:  Inapplicable
2022,764,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,765,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,Sometimes,Often,.i:  Inapplicable,Ballot a,7,.i:  Inapplicable
2022,766,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,.i:  Inapplicable,Rarely,Often,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,6,Yes
2022,767,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Rarely,Sometimes,.i:  Inapplicable,Ballot a,6,.i:  Inapplicable
2022,768,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Rarely,Hardly ever,.i:  Inapplicable,Ballot b,Best possible state,.i:  Inapplicable
2022,769,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c,.i:  Inapplicable,Yes
2022,770,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Rarely,Sometimes,.i:  Inapplicable,Ballot c,9,Yes
2022,771,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Sometimes,Hardly ever,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,Best possible state,Yes
2022,772,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,SOMETIMES WRONG,Sometimes,Often,.i:  Inapplicable,Ballot a,7,.i:  Inapplicable
2022,773,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Stay as is,ALMST ALWAYS WRG,Never,Sometimes,.i:  Inapplicable,Ballot a,8,.i:  Inapplicable
2022,774,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,775,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.d:  Do not Know/Cannot Choose,Ballot b,.i:  Inapplicable,Yes
2022,776,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,777,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Stay as is,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,778,.i:  Inapplicable,Someone else,.i:  Inapplicable,PRETTY HAPPY,.i:  Inapplicable,ALMST ALWAYS WRG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,779,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,780,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,781,.i:  Inapplicable,.d:  Do not Know/Cannot Choose,SOMEONE ELSE,VERY HAPPY,Stay as is,SOMETIMES WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,782,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,783,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,Stay as is,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,784,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,785,.i:  Inapplicable,Someone else,.n:  No answer,VERY HAPPY,Easier,.i:  Inapplicable,Sometimes,Often,.i:  Inapplicable,Ballot b,8,.i:  Inapplicable
2022,786,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,.i:  Inapplicable,Sometimes,Often,.i:  Inapplicable,Ballot b,Best possible state,.i:  Inapplicable
2022,787,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Never,Sometimes,.i:  Inapplicable,Ballot a,8,.i:  Inapplicable
2022,788,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Rarely,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,8,Yes
2022,789,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,790,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Often,Always,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,Best possible state,.i:  Inapplicable
2022,791,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Rarely,Sometimes,.i:  Inapplicable,Ballot a,8,.i:  Inapplicable
2022,792,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Rarely,Hardly ever,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,9,Yes
2022,793,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,.i:  Inapplicable,Rarely,Hardly ever,.i:  Inapplicable,Ballot b,Best possible state,.i:  Inapplicable
2022,794,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,795,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALMST ALWAYS WRG,Sometimes,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,7,.i:  Inapplicable
2022,796,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,797,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Rarely,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,9,.i:  Inapplicable
2022,798,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,.i:  Inapplicable,Rarely,Hardly ever,.i:  Inapplicable,Ballot b,9,.i:  Inapplicable
2022,799,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,800,.i:  Inapplicable,Someone else,SELF-EMPLOYED,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Rarely,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.d:  Do not Know/Cannot Choose,.i:  Inapplicable
2022,801,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,802,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,More difficult,.i:  Inapplicable,Rarely,Hardly ever,.i:  Inapplicable,Ballot b,Best possible state,.i:  Inapplicable
2022,803,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,More difficult,ALWAYS WRONG,Rarely,Often,.i:  Inapplicable,Ballot a,Best possible state,.i:  Inapplicable
2022,804,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,805,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALMST ALWAYS WRG,Rarely,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,9,.i:  Inapplicable
2022,806,.i:  Inapplicable,Self-employed,SOMEONE ELSE,PRETTY HAPPY,Stay as is,ALMST ALWAYS WRG,Often,Always,.i:  Inapplicable,Ballot a,8,.i:  Inapplicable
2022,807,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,NOT WRONG AT ALL,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,808,.i:  Inapplicable,Self-employed,SOMEONE ELSE,VERY HAPPY,More difficult,ALWAYS WRONG,Rarely,Sometimes,.i:  Inapplicable,Ballot a,9,.i:  Inapplicable
2022,809,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.d:  Do not Know/Cannot Choose,ALWAYS WRONG,Never,Sometimes,.i:  Inapplicable,Ballot a,9,.i:  Inapplicable
2022,810,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,811,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALMST ALWAYS WRG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,812,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,Sometimes,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,8,Yes
2022,813,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,SOMETIMES WRONG,Rarely,Sometimes,.i:  Inapplicable,Ballot a,7,.i:  Inapplicable
2022,814,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,.i:  Inapplicable,.i:  Inapplicable,Sometimes,Sometimes,.i:  Inapplicable,Ballot b,8,.i:  Inapplicable
2022,815,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,816,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,817,.i:  Inapplicable,Self-employed,SOMEONE ELSE,PRETTY HAPPY,Easier,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,818,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,819,.i:  Inapplicable,Self-employed,SOMEONE ELSE,NOT TOO HAPPY,.i:  Inapplicable,ALWAYS WRONG,Sometimes,Often,.i:  Inapplicable,Ballot a,9,.i:  Inapplicable
2022,820,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,821,.i:  Inapplicable,Someone else,SELF-EMPLOYED,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Rarely,Hardly ever,.i:  Inapplicable,Ballot a,Best possible state,.i:  Inapplicable
2022,822,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,.i:  Inapplicable,ALMST ALWAYS WRG,Rarely,Often,.i:  Inapplicable,Ballot c,8,.i:  Inapplicable
2022,823,.i:  Inapplicable,Self-employed,SELF-EMPLOYED,PRETTY HAPPY,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,824,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,More difficult,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,825,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Often,Always,.i:  Inapplicable,Ballot a,6,.i:  Inapplicable
2022,826,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Stay as is,ALWAYS WRONG,Often,Always,.i:  Inapplicable,Ballot a,8,.i:  Inapplicable
2022,827,.i:  Inapplicable,Self-employed,SOMEONE ELSE,VERY HAPPY,Easier,.i:  Inapplicable,Sometimes,Sometimes,.i:  Inapplicable,Ballot b,Best possible state,.i:  Inapplicable
2022,828,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,829,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Sometimes,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,Best possible state,.i:  Inapplicable
2022,830,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,831,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,Easier,.d:  Do not Know/Cannot Choose,Sometimes,Sometimes,.i:  Inapplicable,Ballot a,9,.i:  Inapplicable
2022,832,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALMST ALWAYS WRG,Sometimes,Sometimes,.i:  Inapplicable,Ballot a,6,.i:  Inapplicable
2022,833,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,Stay as is,ALWAYS WRONG,Sometimes,Sometimes,.i:  Inapplicable,Ballot a,8,.i:  Inapplicable
2022,834,.i:  Inapplicable,Self-employed,.i:  Inapplicable,.i:  Inapplicable,More difficult,ALWAYS WRONG,Rarely,Sometimes,.i:  Inapplicable,Ballot a,7,.i:  Inapplicable
2022,835,.i:  Inapplicable,Self-employed,SOMEONE ELSE,PRETTY HAPPY,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,836,.i:  Inapplicable,Self-employed,.i:  Inapplicable,.i:  Inapplicable,Easier,ALWAYS WRONG,Never,Sometimes,.i:  Inapplicable,Ballot a,4,.i:  Inapplicable
2022,837,.i:  Inapplicable,Someone else,.i:  Inapplicable,.n:  No answer,.i:  Inapplicable,SOMETIMES WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,838,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,SOMETIMES WRONG,Sometimes,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.d:  Do not Know/Cannot Choose,.i:  Inapplicable
2022,839,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,840,.i:  Inapplicable,Someone else,SELF-EMPLOYED,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Sometimes,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,9,Yes
2022,841,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALMST ALWAYS WRG,.i:  Inapplicable,.i:  Inapplicable,"No, the last time i had sex, it was not with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,842,.i:  Inapplicable,Self-employed,SOMEONE ELSE,VERY HAPPY,Easier,ALWAYS WRONG,Often,Sometimes,.i:  Inapplicable,Ballot a,7,.i:  Inapplicable
2022,843,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,.i:  Inapplicable,Sometimes,Often,.i:  Inapplicable,Ballot b,5,.i:  Inapplicable
2022,844,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,SOMETIMES WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,845,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,846,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALMST ALWAYS WRG,Sometimes,Often,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,8,.i:  Inapplicable
2022,847,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,Easier,ALMST ALWAYS WRG,Sometimes,Sometimes,.i:  Inapplicable,Ballot a,6,.i:  Inapplicable
2022,848,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,.i:  Inapplicable,Sometimes,Often,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,8,No
2022,849,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,850,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Rarely,Sometimes,.i:  Inapplicable,Ballot a,9,.i:  Inapplicable
2022,851,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,.i:  Inapplicable,.i:  Inapplicable,Sometimes,Always,.i:  Inapplicable,Ballot b,9,.i:  Inapplicable
2022,852,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,SOMETIMES WRONG,Rarely,Sometimes,.i:  Inapplicable,Ballot a,7,.i:  Inapplicable
2022,853,.i:  Inapplicable,Self-employed,SELF-EMPLOYED,VERY HAPPY,.i:  Inapplicable,.i:  Inapplicable,Sometimes,Often,.i:  Inapplicable,Ballot b,9,.i:  Inapplicable
2022,854,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,855,.i:  Inapplicable,Someone else,.i:  Inapplicable,VERY HAPPY,More difficult,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,856,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Easier,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"No, the last time i had sex, it was not with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,857,50,Someone else,SOMEONE ELSE,VERY HAPPY,Stay as is,.i:  Inapplicable,Rarely,Sometimes,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,9,.i:  Inapplicable
2022,858,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,Stay as is,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,859,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,Easier,ALWAYS WRONG,Rarely,Sometimes,.i:  Inapplicable,Ballot a,6,.i:  Inapplicable
2022,860,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,SOMETIMES WRONG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,861,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,862,.i:  Inapplicable,Self-employed,SOMEONE ELSE,PRETTY HAPPY,Easier,ALWAYS WRONG,Sometimes,Sometimes,.i:  Inapplicable,Ballot a,Best possible state,.i:  Inapplicable
2022,863,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,Easier,ALMST ALWAYS WRG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,Yes
2022,864,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.s:  Skipped on Web,Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,865,.i:  Inapplicable,Someone else,SELF-EMPLOYED,PRETTY HAPPY,Easier,ALWAYS WRONG,Sometimes,Sometimes,.i:  Inapplicable,Ballot a,6,.i:  Inapplicable
2022,866,.i:  Inapplicable,Someone else,SOMEONE ELSE,NOT TOO HAPPY,.i:  Inapplicable,ALMST ALWAYS WRG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,867,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,868,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALWAYS WRONG,Rarely,Often,.i:  Inapplicable,Ballot a,9,Yes
2022,869,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,ALMST ALWAYS WRG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,870,.i:  Inapplicable,Someone else,.n:  No answer,VERY HAPPY,.d:  Do not Know/Cannot Choose,ALWAYS WRONG,Rarely,Sometimes,.i:  Inapplicable,Ballot a,9,.i:  Inapplicable
2022,871,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot b,.i:  Inapplicable,.i:  Inapplicable
2022,872,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,Easier,ALWAYS WRONG,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot a,.i:  Inapplicable,.i:  Inapplicable
2022,873,.i:  Inapplicable,Someone else,SOMEONE ELSE,PRETTY HAPPY,.i:  Inapplicable,SOMETIMES WRONG,Sometimes,Often,.i:  Inapplicable,Ballot a,9,.i:  Inapplicable
2022,874,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALMST ALWAYS WRG,.i:  Inapplicable,.i:  Inapplicable,"Yes, the last time i had sex, it was with someone i was in an on-going relationship with",Ballot c,.i:  Inapplicable,.i:  Inapplicable
2022,875,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,ALMST ALWAYS WRG,Rarely,Sometimes,.i:  Inapplicable,Ballot a,Best possible state,.i:  Inapplicable
2022,876,.i:  Inapplicable,Someone else,SOMEONE ELSE,VERY HAPPY,Easier,.i:  Inapplicable,Never,Sometimes,.i:  Inapplicable,Ballot b,.d:  Do not Know/Cannot Choose,.i:  Inapplicable
2022,877,.i:  Inapplicable,Someone else,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Rarely,Often,.i:  Inapplicable,Ballot b,5,.i:  Inapplicable
